"122045";"Argon 4.5 20 L. 200 bar 4,4 m3";"60";"1";"1";"0"
"1220451";"Argon ICP 4.5 20 L  200 bar 4,4 m3";"60";"1";"1";"0"
"1220451SG";"Argon ICP 4.5 20 L  200 bar 4,4 m3";"0";"0";"0";"0"
"122048P";"Argon 4.8 PRO LINE 20 L. 200 bar 4,4 m3";"60";"1";"1";"0"
"122050S";"Argon 5.0 LAB LINE 20 L. 200 bar 4,4 m3";"60";"1";"1";"0"
"122050SSG";"Argon 5.0 LAB LINE 20 L. 200 bar 4,4 m3";"0";"0";"0";"0"
"122055S";"Argon 5.5 LAB LINE 20 L. 200 bar 4,4 m3";"60";"1";"1";"0"
"122055SSG";"Argon 5.5 LAB LINE 20 L. 200 bar 4,4 m3";"0";"0";"0";"0"
"122060S";"Argon 6.0 LAB LINE 20 L. 200 bar 4,4 m3";"0";"0";"0";"0"
"1220K";"Argon 20 L. 200 bar 4,4 m3";"0";"0";"0";"0"
"1220Q";"Argon KVIK-TOP 20 L. 300 bar 6,2 m3";"60";"1";"0";"0"
"1220QSG";"Argon KVIK-TOP 20 L. 300 bar 6,2 m3";"0";"0";"0";"0"
"1220SG";"Argon 20 L. 200 bar 4,4 m3";"0";"0";"0";"0"
"1240";"Argon 40 L. 200 bar 8,7 m3";"60";"1";"0";"0"
"124045";"Argon 4.5 40 L. 200 bar 8,7 m3";"0";"0";"0";"0"
"1250";"Argon 50 L. 200 bar 10,9 m3";"60";"1";"0";"0"
"125045";"Argon 4.5 50 L. 200 bar 10,9 m3";"60";"1";"1";"0"
"1250451";"Argon ICP 4.5 50 L  200 bar 10,9 m3";"60";"1";"1";"0"
"1250451SG";"Argon ICP 4.5 50 L  200 bar 10,9 m3";"0";"0";"0";"0"
"125045SG";"Argon 4.5 50 L. 200 bar 10,9 m3";"0";"0";"0";"0"
"125048P";"Argon 4.8 PRO LINE 50 L. 200 bar 10,9 m3";"60";"1";"1";"0"
"125050S";"Argon 5.0 LAB LINE 50 L. 200 bar 10,9 m3";"60";"1";"1";"0"
"125050SHT";"Argon 5.0 LAB LINE 50 L. 300 bar 16,4 m3";"60";"1";"1";"0"
"125050SSG";"Argon 5.0 LAB LINE 50 L. 200 bar 10,9 m3";"0";"0";"0";"0"
"125055S";"Argon 5.5 LAB LINE 50 L. 200 bar 10,9 m3";"60";"1";"1";"0"
"125055SSG";"Argon 5.5 LAB LINE 50 L. 200 bar 10,9 m3";"0";"0";"0";"0"
"125060S";"Argon 6.0 LAB LINE 50 L. 200 bar 10,9 m3";"60";"1";"1";"0"
"1250Q";"Argon KVIK-TOP 50 L. 300 bar 15,6 m3";"60";"1";"0";"0"
"1250QK";"Argon (YARAPRAXAIR) KVIK-TOP 50 L. 200 bar 10,9 m3";"0";"0";"0";"0"
"1250QSG";"Argon KVIK-TOP 50 L. 300 bar 15,6 m3";"0";"0";"0";"0"
"1250SG";"Argon 50 L. 200 bar 10,9 m3";"0";"0";"0";"0"
"1261HT";"Argon Flydende 208 L. 15 bar";"60";"1";"0";"0"
"126248P";"Argon 4.8 PRO LINE Flydende 190 L.";"0";"0";"0";"0"
"1262HT";"Argon Flydende 190 L. 15 bar";"60";"1";"0";"0"
"126348P";"Argon 4.8 PRO LINE Flydende 176 L";"0";"0";"0";"0"
"126348PHT";"Argon Flydende 4,8 176 L. 15 bar";"60";"1";"1";"0"
"1265HT";"Argon Flydende 600 L. 20 bar";"60";"1";"0";"0"
"1272";"Argon L1240 150 bar 79,2 m3";"0";"0";"0";"0"
"1273";"Argon L2040 150 bar 132,0 m3";"0";"0";"0";"0"
"1284";"Argon H3640 200 bar 313,2 m3";"0";"0";"0";"0"
"1285";"Argon H1250 200 bar 130,8 m3";"60";"1";"0";"0"
"128545";"Argon 4.5 H1250 200 bar 130,8 m3";"60";"1";"1";"0"
"1285451";"Argon ICP 4.5 H1250 130,8 m3";"60";"1";"1";"0"
"1285451SG";"Argon ICP 4.5 H1250 130,8 m3";"0";"0";"0";"0"
"128548P";"Argon 4.8 PRO LINE H1250 200 b 130,8 m3";"60";"1";"1";"0"
"128550S";"Argon 5.0 LAB LINE H1250 200 b 130,8 m3";"60";"1";"1";"0"
"128550SSG";"Argon 5.0 LAB LINE H1250 200 b 130,8 m3";"0";"0";"0";"0"
"128560S";"Argon 6.0 LAB LINE H1250 200 b 130,8 m3";"60";"1";"1";"0"
"128560SSG";"Argon 6.0 LAB LINE H1250 200 b 130,8 m3";"0";"0";"0";"0"
"1285K";"Argon H1250 200 bar 130,8 m3";"0";"0";"0";"0"
"1285SG";"Argon H1250 200 bar 130,8 m3";"0";"0";"0";"0"
"1286";"Argon H3250 200 bar 348,8 m3";"0";"0";"0";"0"
